file_path,date,title,category,tags,description,lastmod,characters,summary
fpmc-act-05/2021-12-07-junior-downToEarth.md,2021-12-07 09:48,JUNIOR 005: Down to Earth,femputermanchine,"skit, fpmcmain-jr, act-v",in which Trente intends to bow to Vanessa's demand,2021-12-07 14:55,,
fpmc-act-05/2021-12-06-trelaine-retribution.md,2021-12-06 15:00,TRELAINE 010: Retribution,femputermanchine,"skit, fpmcmain-trelaine, act-v",in which Vanessa expresses her desire,2021-12-06 15:00,,
recipe/2021-12-03-sugar-cookie.md,2021-12-03 16:55,Cookie: Sugar,recipe,"wheat, butter, eggs, milk",a crowd-pleaser in any shape,2021-12-03 16:57,,
fpmc-act-05/2021-12-01-roxxie-eavesdropper.md,2021-12-01 13:54,ROXXIE 005: Eavesdropper,femputermanchine,"etc, fpmcmain-roxxie, act-v",in which Roxanne receives the return for which she'd been hoping,2021-12-01 13:56,,
fpmc-act-05/2021-11-30-goth-comix.md,2021-11-29 16:00,GOTH 013: Comix,femputermanchine,"skit, fpmcmain-goth, act-v",in which Kevin regifts in the interest of helping Larry,2021-12-29 15:12,,
fpmc-act-05/2021-11-29-cedric-mondayNightFootball.md,2021-11-29 09:55,CEDRIC 029: Monday Night Football,femputermanchine,"skit, fpmcmain-cedric, act-v",in which Cedric dines at the Blue Velvet,2021-11-29 14:54,,
fpmc-act-05/2021-11-29-roxxie-leftovers.md,2021-11-29 09:15,ROXXIE 004: Leftovers,femputermanchine,"etc, fpmcmain-roxxie, act-v",in which Roxxie pens a short letter to Ivette,2021-12-01 10:09,,
fpmc-act-05/2021-11-24-goth-professionalism.md,2021-11-24 10:33,GOTH 012: Professionalism,femputermanchine,"skit, fpmcmain-goth, act-v",in which Cassandra asks Larry to stay for Thanksgiving,2021-12-28 15:26,,
fpmc-act-05/2021-11-23-goth-fandom.md,2021-11-23 10:47,GOTH 011: Fandom,femputermanchine,"chat, fpmcmain-goth, act-v",in which Cassandra learns that her childhood home had been invaded,2021-12-23 10:48,,
fpmc-act-05/2021-11-22-roxxie-patience.md,2021-11-22 11:47,ROXXIE 003: Patience,femputermanchine,"etc, fpmcmain-roxxie, act-v",in which Roxxie camps out by the prison,2021-11-22 11:48,,
fpmc-act-05/2021-11-22-straud-followers.md,2021-11-22 10:09,STRAUD 017: Followers,femputermanchine,"skit, fpmcmain-straud, act-v",in which Straud observes Kali,2021-11-22 10:12,,
fpmc-act-05/2021-11-19-kevin-resistance.md,2021-11-19 09:30,KEVIN 032: Resistance,femputermanchine,"skit, fpmcmain-kevin, act-v",in which three friends restrain a prisoner,2021-11-19 13:09,,
fpmc-act-05/2021-11-18-cedric-brouhaha.md,2021-11-18 09:39,CEDRIC 028: Brouhaha,femputermanchine,"skit, fpmcmain-cedric, act-v",in which three friends find a squatter at Goth Manor,2021-11-18 15:29,,
fpmc-act-05/2021-11-17-kevin-displaced.md,2021-11-17 11:41,KEVIN 031: Displaced,femputermanchine,"chat, fpmcmain-kevin, act-v",in which Kevin speaks to Cassandra about the Manor,2021-11-17 11:43,,
fpmc-act-05/2021-11-16-straud-favor.md,2021-11-16 09:49,STRAUD 016: Favor,femputermanchine,"chat, fpmcmain-straud, act-v",in which Straud makes a call-out for a friendly neighborhood check-in,2021-11-16 09:50,,
fpmc-act-05/2021-11-15-roxxie-backwards.md,2021-11-15 09:44,ROXXIE 002: Backwards,femputermanchine,"etc, fpmcmain-roxxie, act-v",in which Roxxie receives an e-mail from an old friend,2021-11-15 09:45,,
fpmc-act-05/2021-11-05-kealoha-offMyChest.md,2021-11-05 11:47,KEALOHA 001: Off My Chest,femputermanchine,"chat, fpmcmain-kealoha, act-v",in which Kealoha replies to the shipment of suncreme,2021-11-05 11:47,,
fpmc-act-05/2021-11-05-tzu-reluctance.md,2021-11-05 09:08,TZU 003: Reluctance,femputermanchine,"chat, fpmcmain-tzu, act-v",in which Tzu reports back after delivering the suncreme to Kealoha,2021-11-05 10:32,,
fpmc-act-05/2021-11-02-cedric-skepticism.md,2021-11-02 19:49,CEDRIC 027: Skepticism,femputermanchine,"skit, fpmcmain-cedric, act-v",in which Cedric's plans are changed,2021-11-04 17:06,,
fpmc-act-05/2021-11-01-straud-thirdPerson.md,2021-11-01 06:10,STRAUD 015: Third Person,femputermanchine,"chat, fpmcmain-straud, act-v",in which Straud hears the big dream,2021-11-04 17:05,,
fpmc-act-05/2021-10-29-cedric-onTheLevel.md,2021-10-29 09:40,CEDRIC 026: On the Level,femputermanchine,"skit, fpmcmain-cedric, act-v",in which Cedric raises a toast to the Crone Marscapone,2022-01-28 14:04,,
fpmc-act-05/2021-10-28-kevin-stuckPixel.md,2021-10-28 09:26,KEVIN 030: Stuck Pixel,femputermanchine,"skit, fpmcmain-kevin, act-v",in which Tzu talks to Myrtle over the wIntraNet,2022-01-28 13:56,,
fpmc-act-05/2021-10-25-myrtle-stayOfExecution.md,2021-10-25 10:43,MYRTLE 018: Stay of Execution,femputermanchine,"chat, fpmcmain-myrtle, act-v",in which Myrtle begins to pen her memoirs,2021-11-04 17:00,,
fpmc-act-05/2021-10-21-avael-doctorsNote.md,2021-10-21 10:11,AVAEL 016: Doctor's Note,femputermanchine,"chat, fpmcmain-avael, act-v",in which AVAEL notes her first suspicions of the Doctor's strangeness,2021-11-04 16:59,,
fpmc-act-05/2021-10-20-avael-refrigeration.md,2021-10-20 09:23,AVAEL 015: Refrigeration,femputermanchine,"chat, fpmcmain-avael, act-v",in which AVAEL recalls the first quiet day with her houseguest,2021-11-04 16:58,,
fpmc-act-05/2021-10-19-avael-retrospective.md,2021-10-19 14:58,AVAEL 014: Retrospective,femputermanchine,"chat, fpmcmain-avael, act-v",in which AVAEL reluctantly begins to speak on her first meeting with the Doctor Trelaine,2021-10-19 15:44,,
fpmc-act-05/2021-10-15-avael-custody.md,2021-10-15 10:48,AVAEL 013: Custody,femputermanchine,"skit, fpmcmain-avael, act-v",in which Cedric and AVAEL discuss the death penalty,2021-11-04 16:56,,
fpmc-act-05/2021-10-14-trelaine-pinch.md,2021-10-14 09:41,TRELAINE 009: Pinch,femputermanchine,"skit, fpmcmain-trelaine, act-v",in which Lenard is happy to have back his comrade in arms,2021-11-04 16:55,,
fpmc-act-05/2021-10-13-straud-tangental.md,2021-10-13 10:36,STRAUD 014: Tangental,femputermanchine,"skit, fpmcmain-straud, act-v",in which Straud reads the palm of a one Avaelle Easton,2022-01-28 13:31,,
fpmc-act-05/2021-10-11-kevin-personalEffects.md,2021-10-11 20:43,KEVIN 029: Personal Effects,femputermanchine,"skit, fpmcmain-kevin, act-v",in which Kevin receives a phone call from Sulani,2021-11-04 16:53,,
fpmc-act-05/2021-10-09-tzu-initials.md,2021-10-09 20:19,TZU 002: Initials,femputermanchine,"skit, fpmcmain-tzu, act-v",in which Tzu receives a letter after a long delay,2021-11-04 16:51,,
fpmc-act-05/2021-10-08-mandarc-barrier.md,2021-10-08 09:42,MANDARC 016: Barrier,femputermanchine,"skit, fpmcmain-mandarc, act-v",in which Mandarc receives an aid to resist the sun's rays,2021-11-04 16:51,,
fpmc-act-05/2021-10-06-roxxie-guess.md,2021-10-06 14:38,ROXXIE 001: Guess,femputermanchine,"skit, fpmcmain-roxxie, act-v",in which Roxanne tries for the first time in a long time to talk to a journal,2021-11-04 16:49,,
fpmc-act-05/2021-10-05-cedric-betterHalf.md,2021-10-05 11:16,CEDRIC 025: Better Half,femputermanchine,"skit, fpmcmain-cedric, act-v",in which Cedric offers consolation to B.Pancakes a year after the death of his wife,2021-11-04 16:47,,
fpmc-act-05/2021-09-30-junior-deduction.md,2021-09-30 10:48,JUNIOR 004: Deduction,femputermanchine,"skit, fpmcmain-jr, act-v",in which Trente Gagarin suggests the obvious given the apparent evidence,2021-12-07 09:46,,
fpmc-act-05/2021-09-27-perkins-sleuth.md,2021-09-27 12:36,PERKINS 008: Sleuth,femputermanchine,"skit, fpmcmain-perkins, act-v",in which Friday Perkins has a rough morning,2022-01-28 12:41,,
warcraft/2021-09-16-avaelle-theLocket.md,2021-09-16 21:48,Avaelle and the Locket,warcraft,tales,"Retake Windrunner Spire they said. It will show the Queen that we honor her memory. But I couldn't help but think - if she'd really wanted the spire rehabilitated, why wasn't she out here leading the charge herself?",2021-09-17 14:51,,
fpmc-act-04/2021-06-25-vatore-bluff.md,2021-06-25 14:05,VATORE 009: Bluff,femputermanchine,"skit, fpmcmain-vatore, act-iv",in which Lilith and Quarq introduce themselves to the newcomer Zoe Bechamel,2021-11-04 16:43,,
fpmc-act-04/2021-06-06-goth-loony.md,2021-06-06 18:21,GOTH 010: Loony,femputermanchine,"skit, fpmcmain-goth, act-iv",in which Cassandra serves soft-boiled eggs,2021-11-24 12:05,,
fpmc-act-04/2021-06-04-straud-wanderer.md,2021-06-04 17:44,STRAUD 013: Wanderer,femputermanchine,"skit, fpmcmain-straud, act-iv",in which the doll is found,2021-11-04 16:41,,
fpmc-act-04/2021-05-04-avael-dialogue.md,2021-05-04 13:35,AVAEL 012: Dialogue,femputermanchine,"skit, fpmcmain-avael, act-iv",in which Cedric and AVAEL deworm the puddytat,2021-11-04 16:40,,
fpmc-act-04/2021-05-03-myrtle-testament.md,2021-05-03 21:01,MYRTLE 017: Testament,femputermanchine,"skit, fpmcmain-myrtle, act-iv",in which one endures the Death of the Dreaded Lock,2021-11-04 16:38,,
fpmc-act-04/2021-05-02-vatore-hierarchy.md,2021-05-02 21:00,VATORE 008: Hierarchy,femputermanchine,"skit, fpmcmain-vatore, act-iv",in which Caleb receives his first astronomy lesson in one month,2021-11-04 16:35,,
fpmc-act-04/2021-05-01-straud-dischord.md,2021-05-01 20:00,STRAUD 012: Dischord,femputermanchine,"skit, fpmcmain-straud, act-iv",in which Straud brings his Saturday delivery to the Oborovsky twins,2025-02-05 23:32,,
fpmc-act-04/2021-04-30-straud-lisaFrank.md,2021-04-30 20:33,STRAUD 011: Lisa Frank,femputermanchine,"skit, fpmcmain-straud, act-iv","in which Straud hastily performs the rites, again",2025-02-05 23:24,,
fpmc-act-04/2021-04-29-cedric-gossip.md,2021-04-29 20:48,CEDRIC 024: Gossip,femputermanchine,"skit, fpmcmain-cedric, act-iv",in which Caleb offers his family's fruit,2021-11-04 16:27,,
fpmc-act-04/2021-04-28-goth-lure.md,2021-04-28 19:51,GOTH 009: Lure,femputermanchine,"skit, fpmcmain-goth, act-iv",in which L.Potter attempts exorcism,2021-11-24 11:22,,
fpmc-act-04/2021-04-27-kevin-mortar.md,2021-04-27 18:50,KEVIN 028: Mortar,femputermanchine,"skit, fpmcmain-kevin, act-iv",in which Kevin &al report to the Marscapone School,2021-11-04 16:23,,
fpmc-act-04/2021-04-25-mandarc-warrior.md,2021-04-25 17:10,MANDARC 015: Warrior,femputermanchine,"skit, fpmcmain-mandarc, act-iv",in which Perkins acquires the Hex of the Duelist,2025-02-05 23:22,,
fpmc-act-04/2021-04-23-cedric-closedDoors.md,2021-04-23 20:34,CEDRIC 023: Closed Doors,femputermanchine,"skit, fpmcmain-cedric, act-iv",in which the party rests at Strixhaven,2021-11-04 16:20,,
fpmc-act-04/2021-04-21-kevin-shiftChange.md,2021-04-21 21:45,KEVIN 027: Shift Change,femputermanchine,"skit, fpmcmain-kevin, act-iv",in which starts the Journey to the West,2025-02-05 23:25,,
fpmc-act-04/2021-04-19-straud-deOdaSide.md,2021-04-19 19:59,STRAUD 010: De O'da Side,femputermanchine,"skit, fpmcmain-straud, act-iv",in which Straud sees a number of visions,2025-02-05 23:31,,
fpmc-act-04/2021-04-18-kevin-incompetence.md,2021-04-18 22:54,KEVIN 026: Incompetence,femputermanchine,"skit, fpmcmain-kevin, act-iv","in which Myrtle, &al ask Straud to use clerical magicks",2025-02-05 23:35,,
fpmc-act-04/2021-04-18-myrtle-firstFang.md,2021-04-18 08:55,MYRTLE 016: First-Fang,femputermanchine,"skit, fpmcmain-myrtle, act-iv",in which Larry asks his old teacher for help,2025-02-05 23:36,,
fpmc-act-04/2021-04-16-cedric-helpWanted.md,2021-04-16 22:14,CEDRIC 022: Help Wanted,femputermanchine,"chat, fpmcmain-cedric, act-iv",in which Straud lets Cedric in on the good news,2025-02-05 23:28,,
fpmc-act-04/2021-04-15-tzu-tea.md,2021-04-15 19:06,TZU 001: Tea,femputermanchine,"skit, fpmcmain-tzu, act-iv","in which Tzu recalls the first day she met the crone, Marscapone",2021-11-04 16:02,,
fpmc-act-04/2021-04-15-mandarc-honeycrisp.md,2021-04-15 13:21,MANDARC 014: Honeycrisp,femputermanchine,"skit, fpmcmain-mandarc, act-iv",in which Straud and Mandarc discuss the plasma fruit and cat's paradox,2021-11-04 16:01,,
fpmc-act-04/2021-04-14-goth-static.md,2021-04-14 20:11,GOTH 008: Static,femputermanchine,"skit, fpmcmain-goth, act-iv",in which Cassandra is advised to leave her job at FutureSim,2021-11-24 10:54,,
fpmc-act-04/2021-04-08-junior-truthy.md,2021-04-08 10:32,JUNIOR 003: Truthy,femputermanchine,"skit, fpmcmain-jr, act-iv",in which Trente sees the young Orphan off to school,2021-11-04 15:56,,
warcraft/2021-04-05-fineus-trash03.md,2021-04-05 23:59,Fineus trashlog III,warcraft,trash,R.I.P. Robe of Power,2021-04-05 23:59,,
fpmc-act-04/2021-04-04-kevin-footfall.md,2021-04-04 18:48,KEVIN 025: Footfall,femputermanchine,"skit, fpmcmain-kevin, act-iv",in which Kevin attends a typical Sunday dinner,2021-11-04 15:53,,
fpmc-act-04/2021-04-03-cedric-undergrowth.md,2021-04-03 15:25,CEDRIC 021: Undergrowth,femputermanchine,"skit, fpmcmain-cedric, act-iv","in which Straud lectures, despairing about the failing strength of the Wild",2021-11-04 15:52,,
fpmc-act-04/2021-04-03-weaslie-inheritance.md,2021-04-03 12:21,WEASLIE 005: Inheritance,femputermanchine,"skit, fpmcmain-weaslie, act-iv",in which Weaslie and Perkins discuss their magical childhoods,2021-12-10 09:57,,
fpmc-act-04/2021-03-31-avael-precautions.md,2021-03-31 22:12,AVAEL 011: Precautions,femputermanchine,"chat, fpmcmain-avael, act-iv",in which Straud and Kevin offer encouragement from personal experience,2021-11-04 15:49,,
fpmc-act-04/2021-03-28-vatore-eclipse.md,2021-03-28 20:21,VATORE 007: Eclipse,femputermanchine,"skit, fpmcmain-vatore, act-iv",in which Trente asks more of Caleb,2021-11-04 15:47,,
fpmc-act-04/2021-03-26-trelaine-hunger.md,2021-03-26 20:18,TRELAINE 008: Hunger,femputermanchine,"skit, fpmcmain-trelaine, act-iv",in which Avaelle expresses her concerns about the young vampress,2021-11-04 15:45,,
fpmc-act-04/2021-03-25-myrtle-community.md,2021-03-25 17:36,MYRTLE 015: Community,femputermanchine,"skit, fpmcmain-myrtle, act-iv",in which Kevin tries to encourage his mother,2021-11-04 15:44,,
fpmc-act-04/2021-03-23-perkins-mister.md,2021-03-23 08:57,PERKINS 007: Mister,femputermanchine,"skit, fpmcmain-perkins, act-iv",in which Weaslie receives a handwritten letter,2021-12-10 10:10,,
fpmc-act-04/2021-03-15-kevin-sixRounds.md,2021-03-15 10:31,KEVIN 024: Six Rounds,femputermanchine,"skit, fpmcmain-kevin, act-iv",in which Kevin presents his prototype as a gift to Cedric,2021-11-19 08:59,,
fpmc-act-04/2021-03-12-cedric-crocodile.md,2021-03-12 15:07,CEDRIC 020: Crocodile,femputermanchine,"skit, fpmcmain-cedric, act-iv",in which Myrtle reminisces with Cedric,2021-11-04 12:53,,
fpmc-act-04/2021-03-12-trelaine-transition.md,2021-03-12 09:07,TRELAINE 007: Transition,femputermanchine,"skit, fpmcmain-trelaine, act-iv",in which Meifeng sheds her old name,2021-11-04 12:51,,
fpmc-act-04/2021-03-08-kevin-kixen.md,2021-03-08 22:31,KEVIN 023: Kixen,femputermanchine,"skit, fpmcmain-kevin, act-iv",in which Angela Pleasant breaks it off,2021-11-04 12:50,,
fpmc-act-04/2021-03-08-cedric-theft.md,2021-03-08 09:28,CEDRIC 019: Theft,femputermanchine,"skit, fpmcmain-cedric, act-iv",in which Myrtle announces the flight of Meifeng Tang,2021-11-04 12:49,,
fpmc-act-04/2021-03-04-trelaine-merelyASetback.md,2021-03-04 11:13,TRELAINE 006: Merely a Setback,femputermanchine,"skit, fpmcmain-trelaine, act-iv",in which Lenard convinces Avaelle to have some gumption,2021-11-04 12:45,,
fpmc-act-04/2021-03-03-cedric-altercation.md,2021-03-03 09:46,CEDRIC 018: Altercation,femputermanchine,"skit, fpmcmain-cedric, act-iv",in which Cedric again dons his uniform,2021-12-15 12:11,,
fpmc-act-04/2021-03-02-myrtle-distraction.md,2021-03-02 10:43,MYRTLE 014: Distraction,femputermanchine,"skit, fpmcmain-myrtle, act-iv",in which Kevin tells the truth about the sale of the school,2021-11-24 15:10,,
fpmc-act-04/2021-01-01-kevin-reunion.md,2021-01-01 03:00,KEVIN 022: Reunion,femputermanchine,"skit, fpmcmain-kevin, act-iv",in which Kevin returns to a darkened Magicademy,2021-12-01 13:39,,
warcraft/2020-12-20-fineus-trash02.md,2020-12-20 13:14,Fineus trashlog II,warcraft,trash,finally I donated the Dram of Light,2020-12-20 13:14,,
fpmc-act-04/2020-12-06-avael-descent.md,2020-12-06 23:50,AVAEL 010: Descent,femputermanchine,"chat, fpmcmain-avael, act-iv",in which AVAEL and Mandarc discuss origin stories,2021-11-03 15:37,,
fpmc-act-04/2020-12-05-mandarc-therapy.md,2020-12-05 17:33,MANDARC 013: Therapy,femputermanchine,"skit, fpmcmain-mandarc, act-iv",in which Mandarc contemplates the lonely nature of Dream and seeks solace in AVAEL,2021-11-03 15:34,,
fpmc-act-03/2020-12-05-cedric-warmth.md,2020-12-05 13:39,CEDRIC 017: Warmth,femputermanchine,"skit, fpmcmain-cedric, act-iii",in which Cedric helps Roxanne get a temporary image on the (w)IntraNet,2021-11-03 15:33,,
fpmc-act-03/2020-12-04-kevin-leyLines.md,2020-12-04 14:48,KEVIN 021: Ley Lines,femputermanchine,"skit, fpmcmain-kevin, act-iii",in which Kevin lectures about chaos and Inferniate,2021-11-03 15:32,,
fpmc-act-03/2020-12-04-cedric-credentials.md,2020-12-04 13:14,CEDRIC 016: Credentials,femputermanchine,"skit, fpmcmain-cedric, act-iii",in which Cedric revels in his recent eviction of Perkins,2021-11-03 15:30,,
fpmc-act-03/2020-12-04-vatore-swagger.md,2020-12-04 12:51,VATORE 006: Swagger,femputermanchine,"skit, fpmcmain-vatore, act-iii",in which Vatore and Perkins work out for the first time since her move,2021-11-03 15:28,,
fpmc-act-03/2020-12-03-perkins-mockup.md,2020-12-03 09:38,PERKINS 006: Mockup,femputermanchine,"skit, fpmcmain-perkins, act-iii",in which Perkins snoops on the (w)IntraNet for the last time,2021-11-03 15:27,,
fpmc-act-03/2020-12-02-weaslie-unannounced.md,2020-12-02 15:22,WEASLIE 004: Unannounced,femputermanchine,"skit, fpmcmain-weaslie, act-iii",in which Weaslie and Perkins discuss the change of the dog's temperament,2022-01-11 09:30,,
fpmc-act-03/2020-12-02-junior-panic.md,2020-12-02 08:39,JUNIOR 002: Panic,femputermanchine,"skit, fpmcmain-jr, act-iii",in which Junior chats with Gemma over breakfast,2021-11-03 15:25,,
fpmc-act-03/2020-12-01-trelaine-ashtray.md,2020-12-01 17:20,TRELAINE 005: Ashtray,femputermanchine,"skit, fpmcmain-trelaine, act-iii",in which Lenard and Trente discover Coronado's flight,2021-11-03 15:24,,
fpmc-act-03/2020-11-30-myrtle-cinderella.md,2020-11-30 12:33,MYRTLE 013: Cinderella,femputermanchine,"skit, fpmcmain-myrtle, act-iii","in which Myrtle instructs Lucia on matters of filth, dust, and Scruberoo",2021-11-03 15:24,,
fpmc-act-03/2020-11-29-myrtle-prism.md,2020-11-29 16:04,MYRTLE 012: Prism,femputermanchine,"skit, fpmcmain-myrtle, act-iii",in which Myrtle is summoned to the Old Goth Estate,2021-11-24 10:39,,
fpmc-act-03/2020-11-28-goth-armsRace.md,2020-11-28 11:16,GOTH 007: Arms Race,femputermanchine,"skit, fpmcmain-goth, act-iii",in which Lucia camps out on Cassandra's yard,2021-11-24 10:27,,
fpmc-act-03/2020-11-24-cedric-pain.md,2020-11-24 07:19,CEDRIC 015: Pain,femputermanchine,"skit, fpmcmain-cedric, act-iii","in which Makoa, Cedric, Bob discuss the golden pineapple",2021-11-03 15:21,,
sb/2020-11-13-14.md,2020-11-13 09:11,14,sophieblue,dreams,the uncertainty of symbology,2020-11-13 09:11,,
fpmc-act-03/2020-11-12-cedric-shroud.md,2020-11-12 09:15,CEDRIC 014: Shroud,femputermanchine,"chat, fpmcmain-cedric, act-iii","pm@straud : the school, the library",2021-11-03 15:19,,
fpmc-act-03/2020-11-08-mandarc-golem.md,2020-11-08 10:08,MANDARC 012: Golem,femputermanchine,"skit, fpmcmain-mandarc, act-iii",in which Straud and Mandarc discuss the appearance of Wendy,2021-11-03 15:18,,
fpmc-act-03/2020-11-06-kevin-teal.md,2020-11-06 09:31,KEVIN 020: Teal,femputermanchine,"skit, fpmcmain-kevin, act-iii","in which Myrtle muses about her friend, Minerva Charm",2021-11-03 15:17,,
fpmc-act-03/2020-11-05-mandarc-wonderland.md,2020-11-05 11:09,MANDARC 011: Wonderland,femputermanchine,"skit, fpmcmain-mandarc, act-iii",in which Mandarc first goes to the house of Sergeant Bobbie and encounters Wendy,2021-11-03 15:16,,
fpmc-act-03/2020-11-03-cedric-duty.md,2020-11-03 16:54,CEDRIC 013: Duty,femputermanchine,"skit, fpmcmain-cedric, act-iii",in which Cedric assists Mandarc in finding Myrtle Marscapone,2021-11-03 15:15,,
fpmc-act-03/2020-11-02-mandarc-pillows.md,2020-11-02 15:13,MANDARC 010: Pillows,femputermanchine,"skit, fpmcmain-mandarc, act-iii",in which Mandarc receives word that Minerva Charm has passed on and arrives at Cedric's townhome,2021-11-22 09:46,,
fpmc-act-03/2020-10-30-junior-chutesLadders.md,2020-10-30 14:54,JUNIOR 001: Chutes & Ladders,femputermanchine,"skit, fpmcmain-jr, act-iii",Junior alights,2021-11-03 15:13,,
fpmc-act-03/2020-10-03-vatore-anticipation.md,2020-10-03 18:10,VATORE 005: Anticipation,femputermanchine,"skit, fpmcmain-vatore, act-iii",in which Lilith is disappointed by Quarq's reticence,2021-11-03 15:10,,
fpmc-act-03/2020-10-03-perkins-bandages.md,2020-10-03 09:08,PERKINS 005: Bandages,femputermanchine,"skit, fpmcmain-perkins, act-iii",Dexx returns,2021-11-03 15:09,,
fpmc-act-03/2020-10-02-myrtle-yukonGold.md,2020-10-02 16:45,MYRTLE 011: Yukon Gold,femputermanchine,"skit, fpmcmain-myrtle, act-iii",potion of emotional stability,2021-11-19 15:02,,
fpmc-act-03/2020-09-30-avael-puppy.md,2020-09-30 11:37,AVAEL 009: Puppy,femputermanchine,"etc, fpmcmain-avael, act-iii","A treatise on life, death, and passing",2021-11-03 15:07,,
fpmc-act-03/2020-09-29-cedric-eliza.md,2020-09-29 16:53,CEDRIC 012: Eliza,femputermanchine,"skit, fpmcmain-cedric, act-iii",in which Cedric delivers the news to B.Pancakes,2021-11-19 14:31,,
fpmc-act-03/2020-09-28-mandarc-bearer.md,2020-09-28 18:21,MANDARC 009: Bearer,femputermanchine,"chat, fpmcmain-mandarc, act-iii",ATTN@all : Eliza,2025-02-05 23:34,,
fpmc-act-03/2020-09-27-myrtle-outOfTheLoop.md,2020-09-27 10:33,MYRTLE 010: Out of the Loop,femputermanchine,"fireside, fpmcmain-myrtle, act-iii",we still doing these?,2025-02-05 23:30,,
fpmc-act-03/2020-09-27-weaslie-greatUncle.md,2020-09-27 10:20,WEASLIE 003: Great Uncle,femputermanchine,"skit, fpmcmain-weaslie, act-iii",waffles,2022-01-11 09:19,,
fpmc-act-03/2020-09-26-cedric-battleSchool.md,2020-09-26 13:18,CEDRIC 011: Battle School,femputermanchine,"chat, fpmcmain-cedric, act-iii",in which Cedric has another dream about being faceless at the academy,2021-11-03 14:07,,
fpmc-act-03/2020-09-25-trelaine-hotTub.md,2020-09-25 11:07,TRELAINE 004: Hot Tub,femputermanchine,"etc, fpmcmain-trelaine, act-iii",notes from his desk,2021-11-03 15:02,,
fpmc-act-03/2020-09-24-vatore-sheeple.md,2020-09-24 12:23,VATORE 004: Sheeple,femputermanchine,"skit, fpmcmain-vatore, act-iii",Lilith in Quarq's car,2021-11-19 13:50,,
fpmc-act-03/2020-09-23-mandarc-mullingAbout.md,2020-09-23 12:29,MANDARC 008: Mulling About,femputermanchine,"pm, fpmcmain-mandarc, act-iii",PM@avael : kevin,2025-02-05 11:21,,
fpmc-act-03/2020-09-21-goth-newGirl.md,2020-09-21 18:11,GOTH 006: New Girl,femputermanchine,"skit, fpmcmain-goth, act-iii",blue hair,2021-11-03 14:58,,
fpmc-act-03/2020-09-21-vatore-miniMoon.md,2020-09-21 12:23,VATORE 003: Mini-Moon,femputermanchine,"skit, fpmcmain-vatore, act-iii",Caleb has guilty drinker trait,2021-11-03 14:57,,
fpmc-act-03/2020-09-19-kevin-dirtyBlood.md,2020-09-19 09:23,KEVIN 019: Dirty Blood,femputermanchine,"skit, fpmcmain-kevin, act-iii",the bully hates competition,2021-11-03 14:56,,
fpmc-act-03/2020-09-18-kevin-latinate.md,2020-09-18 18:01,KEVIN 018: Latinate,femputermanchine,"skit, fpmcmain-kevin, act-iii",the appearance of Morgyn Ember,2021-11-03 14:55,,
fpmc-act-03/2020-09-17-goth-estranged.md,2020-09-17 17:00,GOTH 005: Estranged,femputermanchine,"etc, fpmcmain-goth, act-iii",in which Cassandra receives a letter from her now-deceased father,2021-11-24 14:22,,
fpmc-act-03/2020-09-15-goth-burner.md,2020-09-17 11:01,GOTH 004: Burner,femputermanchine,"skit, fpmcmain-goth, act-iii",father and son,2021-11-24 10:13,,
fpmc-act-03/2020-09-14-goth-evidence.md,2020-09-14 09:12,GOTH 003: Evidence,femputermanchine,"skit, fpmcmain-goth, act-iii",access denied,2021-11-24 10:08,,
fpmc-act-03/2020-09-13-vatore-booklyn.md,2020-09-13 06:20,VATORE 002: Booklyn,femputermanchine,"skit, fpmcmain-vatore, act-iii",Lilith has a 0 in VAMPIRE LORE,2021-11-03 14:50,,
fpmc-act-03/2020-09-12-mandarc-airwaves.md,2020-09-12 14:16,MANDARC 007: Airwaves,femputermanchine,"pm, dreams, fpmcmain-mandarc, act-iii",PM@CEDRIC (before the holdup),2025-02-05 23:37,,
fpmc-act-03/2020-09-12-perkins-liar.md,2020-09-12 06:36,PERKINS 004: Liar,femputermanchine,"skit, fpmcmain-perkins, act-iii",in which the red-eyed woman zooms away on a motorbike,2021-12-03 14:22,,
fpmc-act-03/2020-09-11-weaslie-snitch.md,2020-09-11 18:25,WEASLIE 002: Snitch,femputermanchine,"skit, fpmcmain-weaslie, act-iii",in which an illusion is dispelled,2021-11-17 15:08,,
fpmc-act-02/2020-09-11-kevin-pulse.md,2020-09-11 09:26,KEVIN 017: Pulse,femputermanchine,"skit, fpmcmain-kevin, act-ii",the approach,2021-11-17 15:04,,
fpmc-act-02/2020-09-10-cedric-oklahoma.md,2020-09-10 13:12,CEDRIC 010: Oklahoma,femputermanchine,"skit, fpmcmain-cedric, act-ii",in which Cedric finds Kevin collapsed,2021-11-17 15:00,,
fpmc-act-02/2020-09-05-mandarc-platitude.md,2020-09-05 18:15,MANDARC 006: Platitude,femputermanchine,"pm, fpmcmain-mandarc, act-ii",from an Elder to a Younger,2025-02-05 11:18,,
fpmc-act-02/2020-09-05-trelaine-shootTheDog.md,2020-09-05 11:07,TRELAINE 003: Shoot the Dog,femputermanchine,"etc, fpmcmain-trelaine, act-ii","a letter of sorts, an announcement, an obit(uary)",2021-11-03 14:39,,
